speech,label
./kaggle/input\Tess\OAF_happy\OAF_gap_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_gas_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_gaze_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_germ_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_get_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_gin_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_goal_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_good_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_goose_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_gun_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_half_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_hall_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_hash_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_hate_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_have_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_haze_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_hire_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_hit_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_hole_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_home_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_hurl_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_hush_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_jail_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_jar_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_join_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_judge_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_jug_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_juice_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_keen_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_keep_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_keg_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_kick_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_kill_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_king_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_kite_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_knock_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_late_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_laud_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_lean_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_learn_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_lease_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_lid_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_life_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_limb_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_live_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_loaf_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_long_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_lore_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_lose_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_lot_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_love_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_luck_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_make_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_match_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_merge_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_mess_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_met_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_mill_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_mob_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_mode_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_mood_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_moon_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_mop_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_mouse_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_nag_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_name_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_near_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_neat_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_nice_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_note_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_numb_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_pad_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_page_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_pain_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_pass_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_pearl_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_peg_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_perch_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_phone_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_pick_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_pike_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_pole_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_pool_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_puff_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_rag_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_raid_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_rain_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_raise_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_rat_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_reach_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_read_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_red_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_ring_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_ripe_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_road_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_room_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_rose_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_rot_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_rough_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_rush_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_said_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_sail_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_search_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_seize_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_sell_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_shack_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_shall_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_shawl_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_sheep_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_shirt_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_should_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_shout_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_size_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_soap_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_soup_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_sour_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_south_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_sub_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_such_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_sure_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_take_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_talk_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_tape_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_team_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_tell_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_thin_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_third_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_thought_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_thumb_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_time_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_tip_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_tire_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_ton_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_tool_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_tough_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_turn_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_vine_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_voice_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_void_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_vote_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_wag_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_walk_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_wash_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_week_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_wheat_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_when_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_which_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_whip_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_white_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_wife_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_wire_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_witch_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_yearn_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_yes_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_young_happy.wav,happy
./kaggle/input\Tess\OAF_happy\OAF_youth_happy.wav,happy
./kaggle/input\Tess\OAF_neutral\OAF_back_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_bar_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_base_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_bath_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_bean_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_beg_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_boat_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_bone_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_book_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_bought_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_burn_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_cab_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_calm_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_came_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_cause_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_chain_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_chair_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_chalk_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_chat_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_check_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_cheek_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_chief_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_choice_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_cool_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_dab_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_date_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_dead_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_death_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_deep_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_dime_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_dip_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_ditch_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_dodge_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_dog_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_doll_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_door_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_fail_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_fall_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_far_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_fat_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_fit_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_five_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_food_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_gap_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_gas_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_gaze_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_germ_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_get_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_gin_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_goal_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_good_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_goose_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_gun_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_half_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_hall_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_hash_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_hate_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_have_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_haze_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_hire_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_hit_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_hole_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_home_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_hurl_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_hush_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_jail_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_jar_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_join_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_judge_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_jug_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_juice_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_keen_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_keep_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_keg_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_kick_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_kill_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_king_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_kite_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_knock_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_late_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_laud_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_lean_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_learn_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_lease_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_lid_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_life_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_limb_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_live_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_loaf_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_long_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_lore_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_lose_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_lot_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_love_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_luck_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_make_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_match_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_merge_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_mess_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_met_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_mill_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_mob_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_mode_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_mood_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_moon_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_mop_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_mouse_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_nag_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_name_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_near_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_neat_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_nice_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_note_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_numb_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_pad_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_page_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_pain_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_pass_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_pearl_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_peg_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_perch_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_phone_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_pick_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_pike_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_pole_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_pool_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_puff_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_rag_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_raid_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_rain_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_raise_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_rat_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_reach_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_read_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_red_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_ring_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_ripe_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_road_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_room_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_rose_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_rot_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_rough_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_rush_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_said_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_sail_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_search_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_seize_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_sell_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_shack_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_shall_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_shawl_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_sheep_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_shirt_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_should_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_shout_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_size_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_soap_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_soup_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_sour_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_south_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_sub_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_such_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_sure_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_take_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_talk_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_tape_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_team_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_tell_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_thin_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_third_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_thought_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_thumb_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_time_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_tip_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_tire_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_ton_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_tool_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_tough_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_turn_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_vine_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_voice_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_void_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_vote_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_wag_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_walk_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_wash_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_week_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_wheat_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_when_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_which_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_whip_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_white_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_wife_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_wire_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_witch_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_yearn_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_yes_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_young_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OAF_youth_neutral.wav,neutral
./kaggle/input\Tess\OAF_neutral\OA_bite_neutral.wav,neutral
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_back_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_bar_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_base_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_bath_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_bean_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_beg_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_bite_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_boat_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_bone_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_book_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_bought_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_burn_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_cab_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_calm_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_came_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_cause_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_chain_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_chair_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_chalk_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_chat_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_check_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_cheek_ps.wav,ps
./kaggle/input\Tess\OAF_Pleasent_surprise\OAF_chief_ps.wav,ps
